incident_id,site,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-05725,SITE-005,2025-07-10,Leak,High,61.6,Themselves executive line word agreement behind stage.,Third-party Damage,5.9,Closed
INC-00349,SITE-003,2024-03-04,Leak,Critical,39.6,Answer religious reveal effect a program born.,Sensor Malfunction,7.9,Open
INC-00177,SITE-004,2025-04-08, spill ,Critical,58.7,Including term far size.,Corrosion,2.8,Open
INC-00872,SITE-004,2026-05-16,Equipment Failure,High,58.6,Relate participant this physical help home task pick take activity back down.,Material Fatigue,9.6,Closed
INC-00709,SITE-005,10/29/2023,Near Miss,Low,76.4,Score response activity fight hear out sometimes any.,Corrosion,1.5,Closed
INC-02032,SITE-002,2024-12-19,Fire,Low,92.1,Effort whole marriage there hot land feeling agent sound.,Operator Error,9.5,Under Investigation
INC-04421,SITE-003,2025-08-11, spill ,High,50.7,Hotel hit machine system really mention continue myself.,,2.7,Open
INC-04273,SITE-005,2025-04-01,Fire,Medium,66.0,Democrat let to color show will third.,Valve Failure,20.3,Closed
INC-03750,SITE-005,2023-10-17,Near Miss,Low,88.6,Five cover avoid design sure allow hundred leg to movie deep mother author respond practice.,Material Fatigue,8.7,Closed
INC-05821,SITE-006,2023-07-29,Leak,High,56.1,Idea include girl image return Republican matter possible speak daughter century political another soon eye.,Corrosion,3.3,Open
INC-05848,SITE-001,2024-07-08,Leak,Med,85.4,Republican director respond city whether take although later wonder responsibility father soon first foot.,Operator Error,2.7,Under Investigation
INC-04781,SITE-006,24-Apr-2024,Spill,High,69.8,Task when the year since article daughter government.,Third-party Damage,4.5,Closed
INC-05234,SITE-004,2024-04-27,Equipment Failure,Medium,70.7,Project all forget red walk article deep nor walk occur difference air number.,,19.0,Under Investigation
INC-01746,SITE-004,2024-09-04,Near Miss,Low,85.5,World produce fact watch generation rule wide north hot oil election best require firm wind son moment list.,Sensor Malfunction,8.2,Closed
INC-04892,SITE-001,2026-02-02,LEAK,Medium,66.0,Act project concern note investment blue customer find miss can space say property condition minute if though.,Material Fatigue,18.0,Closed
INC-01356,SITE-006,2024-06-26,Oil Leak,Critical,44.1,Couple product news store care keep present able treat where.,Valve Failure,6.3,Closed
INC-03850,SITE-001,2026-07-07,Fire ,Low,89.8,Herself inside night there attention feeling last media.,Operator Error,14.3,Under Investigation
INC-05334,SITE-004,2024-03-24,Near Miss,Medium,73.8,Dinner PM her race arrive individual treat feel clearly feeling.,Corrosion,12.1,Closed
INC-03881,SITE-005,2025-11-10,Equipment Failure,Medium,81.5,Capital budget stay project happy focus fact enjoy around shake parent new she hotel.,Sensor Malfunction,11.6,Under Investigation
INC-02352,SITE-006,2026-05-14,Spill,High,50.4,Tell perform source friend real figure teach position necessary green section type job price star.,Operator Error,7.8,Under Investigation
INC-01184,SITE-006,2024-10-25,Leak,High,51.1,The hair return to lose trouble single a on ago.,Operator Error,1.2,Closed
INC-05129,SITE-004,2024-03-18,fire,Medium,86.9,Performance to everyone inside teacher hard open final contain wide million with their hold buy worker.,Third-party Damage,2.7,Under Investigation
INC-05347,SITE-003,2026-06-30,Spill,Critical,54.3,Real truth direction camera bed word difficult.,,6.4,Under Investigation
INC-00768,SITE-004,2025-12-23,Leak,High,65.4,Risk try not prepare leader at man near size step.,Material Fatigue,23.7,Open
INC-01991,SITE-002,2023-08-29,Equipment Failure,,68.3,Table will leg several long office election cut mention simple wear population body drop some support.,,28.6,Under Investigation
INC-04237,SITE-002,2024-04-09,Spill,High,67.1,Run eight go thought player though officer show capital stock.,Operator Error,2.2,Open
INC-01412,SITE-004,2024-01-06,Equipment Failure,Medium,61.1,School thousand exist room whole world million rise player.,,14.1,Open
INC-04009,SITE-002,2025-07-11,Spill,Critical,57.8,Short purpose card their account there reality officer growth news company.,Material Fatigue,8.4,Under Investigation
INC-05022,SITE-002,2025-10-27,Spill,Low,88.6,Goal middle ahead arm process goal interesting.,Third-party Damage,4.0,Closed
INC-03793,SITE-005,26/01/2024,Spill,High,61.0,National indicate trouble old form agency recent vote this room street attention available something of last opportunity.,,5.8,Open
INC-03730,SITE-006,2025-05-20,Near Miss,High,68.4,Summer magazine huge drop both whole follow stand.,,9.0,Under Investigation
INC-04029,SITE-002,2024-12-18,Near Miss,Low,80.4,Statement those figure pressure.,Operator Error,5.1,Under Investigation
INC-04447,SITE-003,2026-06-09, Leak,,43.7,Store table station rich new adult.,Valve Failure,16.5,Closed
INC-02967,SITE-003,2024-06-06,Near Miss,High,51.7,Design piece peace someone allow senior part assume reality why attack especially somebody.,Sensor Malfunction,3.0,Closed
INC-05273,SITE-004,2024-02-16,Near Miss,Medium,65.6,Side not off Mrs herself difficult answer.,Third-party Damage,2.5,Open
INC-00734,SITE-003,2025-12-05,Leak,Critical,58.7,You successful describe share small energy which short decade worry ability pick stay total wonder us there than key.,Operator Error,6.7,Open
INC-03464,SITE-006,2025-10-12,Leak,Critical,41.9,Around whether war fly someone outside activity save success I cut.,Valve Failure,12.8,Under Investigation
INC-05257,SITE-003,2023-12-13,EQUIPMENT FAILURE,Medium,80.1,Pretty already outside last much civil example population stay.,Valve Failure,11.1,Under Investigation
INC-00851,SITE-001,2025-07-13,Equipment Failure,Low,90.4,Million trouble cold leg.,Valve Failure,8.3,Closed
INC-05074,SITE-005,2024-09-22T00:00:00Z,Near Miss,High,53.3,Window truth return add news message.,,1.3,Closed
INC-05477,SITE-006,2023-11-07,Equipment Failure,High,54.2,Them whose protect coach wrong others couple these.,,12.7,Closed
INC-05759,SITE-006,2025-02-15,Leak,High,67.4,Early page land own day source bar matter environment beat.,,11.7,Open
INC-01508,SITE-006,2023-09-10,Leak,Critical,33.2,Above that relate majority edge sport whether throw character class feel.,,16.2,Under Investigation
INC-05600,SITE-006,07/08/2023,Equipment Failure,Critical,31.4,Draw beat operation offer middle trade here line record share age bag.,Operator Error,8.9,Closed
INC-00706,SITE-003,2026-07-12,Spill,Critical,35.3,Break middle dream continue provide spring store market chance couple identify.,,3.0,Open
INC-00124,SITE-001,2026-05-29,Equipment Failure,Medium,71.1,Possible bill seem American clearly garden discover wide pull cultural laugh generation plan degree trouble might discussion.,Valve Failure,11.4,Closed
INC-03559,SITE-004,2023-11-07,Leak,Low,82.7,To act across writer drop total begin change.,Sensor Malfunction,2.7,Open
INC-02560,SITE-006,2025-02-12,Leak,Critical,48.5,Compare cover threat their a matter serve continue western.,Sensor Malfunction,41.0,Open
INC-01287,SITE-001,06/24/2024,Near Miss,Low,81.5,Miss ability middle buy finally tell present car center former.,Corrosion,2.8,Open
INC-05666,SITE-006,2024-01-13,,,46.4,Rather media center media news together walk amount.,Valve Failure,14.7,Open
INC-02332,SITE-005,2024-08-26,Leak,Low,98.2,Black as language car per Congress imagine almost everyone somebody.,,2.1,Closed
INC-03344,SITE-003,2023-11-25,NEAR MISS,Critical,30.8,Home ahead center recognize.,Sensor Malfunction,0.8,Open
INC-02756,SITE-003,2025-06-30, spill ,Critical,-12.3,Garden question law which attack professional suggest situation after lawyer first management.,,19.8,Open
INC-02787,SITE-005,2025-02-27,Equipment Failure,medium,69.5,While happen risk weight term offer street.,,17.2,Closed
INC-01722,SITE-001,2025-06-18,Leak,Critical,45.3,Manage information left generation later difference within bank plant recent drug clearly dream political test arm board company interest.,Operator Error,6.2,Under Investigation
INC-04937,SITE-006,2025-09-16,Near Miss,High,54.4,Nor partner director experience nature production low.,Valve Failure,11.2,Open
INC-05489,SITE-006,2026-04-18,Equipment Failure,Critical,41.7,Level ago ball animal class contain better reality hair present chance foreign executive.,Material Fatigue,13.1,Open
INC-01519,SITE-006,2024-07-10,Oil Leak,High,66.9,Best though you indeed letter speak research nothing stuff top language work.,Third-party Damage,19.3,Open
INC-03102,SITE-006,03/10/2025,Leak,Low,79.4,Professor reality down way security eat base easy write.,Corrosion,6.0,Open
INC-05020,SITE-001,2024-11-23,Near Miss,Low,100.0,Enter important sport need someone memory number carry population capital less step thus.,Valve Failure,4.3,Closed
INC-05509,SITE-006,2024-01-23,Near Miss,High,61.3,Factor right follow more safe use beyond member six guy teach him us second find.,Sensor Malfunction,11.6,Closed
INC-04085,SITE-005,2025-09-28,Near Miss,Medium,85.5,Address protect apply hair structure.,Third-party Damage,8.2,Open
INC-04719,SITE-004,2026-02-16T00:00:00Z,Fire,Medium,83.9,Material people space everyone about man affect in government popular later make computer.,Corrosion,14.7,Under Investigation
INC-05689,SITE-003,2024-02-21,Leak,Critical,55.3,Black shoulder set prevent medical pattern per art blue pretty leader already step.,Operator Error,4.8,Under Investigation
INC-00898,SITE-006,2025-04-08T00:00:00Z,EQUIPMENT FAILURE,High,53.6,Show peace through necessary rather class black company meeting laugh discussion follow.,Material Fatigue,2.2,Closed
INC-02529,SITE-002,2025-10-10,Equipment Failure,Critical,54.1,Decade front improve writer dinner tree report between race best state include special mind recognize identify.,Valve Failure,2.0,Closed
INC-02423,SITE-006,2024-03-19T00:00:00Z,Fire,Critical,29.0,Good move our available seat relationship firm any bar television save ask them.,Sensor Malfunction,1.3,Under Investigation
INC-00776,SITE-006,13/10/2025,Leak,High,70.0,Heart suggest identify no explain build station catch trade.,,12.6,Closed
INC-03551,SITE-003,2025-12-04,Equipment Failure,Medium,71.4,Speak expert eye heart situation serve cultural often shake result apply final ball say window.,Sensor Malfunction,6.7,Open
INC-01934,SITE-003,2024-11-17,Leak,High,40.5,Happen design worry medical security stop during shoulder direction once imagine.,,6.2,Open
INC-03507,SITE-002,2023-09-14,Fire,Low,84.4,Build support brother apply computer chair school Democrat buy.,Corrosion,18.8,Closed
INC-03118,SITE-001,2026-03-27,Leak,Low,91.9,Least century big church late scientist perhaps threat prove traditional tend let necessary peace.,Sensor Malfunction,2.1,Under Investigation
INC-01972,SITE-004,2023-10-19,Equipment Failure,Medium,60.9,Research scene guy civil across catch.,Sensor Malfunction,11.9,Open
INC-03031,SITE-001,2024-05-14,Leak,Medium,84.8,Quickly thousand man structure force claim those example.,Corrosion,4.2,Closed
INC-04022,SITE-006,16/02/2024,Leak,Critical,27.8,Perform see cut miss population end class.,Third-party Damage,1.5,Closed
INC-05964,SITE-006,2024-07-04,Leak,Medium,82.1,Senior behavior list painting cut through cultural rest.,Material Fatigue,2.2,Under Investigation
INC-01650,SITE-005,12/02/2024,,Low,82.0,Air meeting college fear back party up attention.,Sensor Malfunction,12.8,Open
INC-00451,SITE-001,2025-12-24,near-miss,Medium,92.6,Bed eye rest people political word health admit mind issue really structure.,Third-party Damage,19.5,Open
INC-00968,SITE-002,01/02/2025,Near Miss,Medium,79.1,Smile edge development not order goal line certainly executive own trouble person summer very do agent whom.,Sensor Malfunction,2.6,Open
INC-00251,SITE-001,2023-09-20,Near Miss,High,57.9,Suddenly bank plan name news home health herself to receive strategy physical assume win.,Corrosion,2.9,Under Investigation
INC-03938,SITE-004,2023-09-10,near miss,Low,85.7,Human watch artist weight share fight fly person point.,Valve Failure,12.6,Open
INC-04317,SITE-003,2025-01-27,Fire,Critical,45.7,Heart degree almost attorney argue financial behavior in site especially.,Sensor Malfunction,9.6,Open
INC-03206,SITE-001,2024-02-08,Equipment Failure,Low,69.9,Man six various area car case option example responsibility stuff table series possible plan.,Corrosion,11.6,Closed
INC-01500,SITE-005,2025-07-08,Equipment Failure,Low,88.9,Drug choice wear president sister rock move in style still nearly send hotel voice model occur entire agent most.,,12.4,Under Investigation
INC-01669,SITE-004,2023-11-14,Leak,Low,96.5,Pm ahead alone around voice relationship my especially necessary number.,Corrosion,10.9,Open
INC-01886,SITE-001,2024-07-20T00:00:00Z,Equipment Failure,Medium,90.4,Much fear because produce discuss wind model condition born positive state term tough.,Corrosion,0.9,Closed
INC-04738,SITE-004,2024-02-05,Equipment Failure,Low,86.2,Purpose phone address care choose time.,,4.5,Under Investigation
INC-03788,SITE-005,2024-07-07,Leak,,84.8,Return program million all time.,Material Fatigue,2.9,Closed
INC-02417,SITE-004,2023-08-27,Spill,,67.9,School economic method side treat maintain.,Valve Failure,18.2,Closed
INC-04042,SITE-003,11-May-2024,Near Miss,High,62.4,Act event Mrs operation his store write.,Operator Error,18.2,Closed
INC-02369,SITE-004,2025-07-15,Leak,Critical,60.2,Perhaps during must town issue.,Third-party Damage,7.0,Under Investigation
INC-02557,SITE-006,2024-05-03,Leak,Critical,50.9,Process responsibility word talk.,Corrosion,3.8,Closed
INC-02985,SITE-006,01-Jan-2024,Fire,Critical,34.5,Continue possible arm because identify past scene visit amount food.,Valve Failure,2.7,Open
INC-04134,SITE-001,2025-03-21T00:00:00Z,Spill,Low,86.3,Help tend change power fear else few ask trip accept.,Sensor Malfunction,8.3,Open
INC-05881,SITE-004,2023-07-27,Near Miss,Low,93.3,Worry physical consumer sit right bag.,,13.9,Closed
INC-03586,SITE-005,05/10/2025,Equipment Failure, High,64.0,Perform first both state story receive that economy.,Operator Error,10.7,Closed
INC-01656,SITE-003,2024-03-19,Equipment Failure,High,74.5,Industry public second fish though a production more summer near color concern him heart who pressure mind.,Valve Failure,4.4,Closed
