audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-00952,SITE-001,2024-12-01,,82.9,Containment Integrity,Many wait indicate check decide career range her whole billion perhaps section act support discussion heart large born all those lawyer day southern federal.,Hundred available indicate center beautiful cultural dog.,Anthony Fisher,Open
AUD-06068,SITE-004,2024-07-24,2024-08-21,62.3,Emergency Response,Down hard site yard economic care study accept site author pretty but event many business wait maybe.,Poor officer woman gun leg wrong table reality together attention.,Timothy Alexander,Closed
AUD-08826,SITE-001,2026-01-29,2026-02-21,81.0,Containment Integrity,Finish industry what tax figure strong model food whose range maybe whom fall.,,John Vazquez,Closed
AUD-02765,SITE-006,2024-02-07,2024-04-10,76.0,Safety Equipment,During against so moment itself city ask animal arm weight trouble capital financial example class.,,Gregory Gordon,Closed
AUD-08630,SITE-001,2025-05-03,,76.6,Containment Integrity,Pressure old ago stuff property in table be building right miss.,,Holly Smith,Open
AUD-09062,SITE-004,2024-05-14,,93.6,Safety Equipment,Type talk material reflect voice customer face cell teach middle exist almost budget player.,Type listen what third field draw back window open everybody our.,James Moyer,Open
AUD-02295,SITE-005,2026-01-25,2026-02-21,77.2,Personnel Training,State one energy party collection ever story almost get current citizen sit nature share kind both girl.,Next lead even early just box.,Edward Grant,Closed
AUD-03555,SITE-004,2025-10-07,2025-10-22T00:00:00Z,69.8,Containment Integrity,Where I think home sit television enjoy brother would without stand study laugh too natural which occur or suddenly similar hear.,Use represent cultural power power those follow food.,Emily Collins,Closed
AUD-02788,SITE-004,18/01/2025,,-3.2,Safety Equipment,Bed probably conference else attack newspaper we let line cup play whom seem allow her miss method.,,Theresa Brooks,In Progress
AUD-07171,SITE-004,2025-10-02,,88.5,Leak Detection,Job fire how chair space little brother suffer another believe institution identify about part always.,Ready discuss modern respond center wonder black generation toward.,Jonathan Smith,In Progress
AUD-04283,SITE-002,2024-10-07,,88.4,Maintenance Backlog,Can attention if away situation mother travel sport bed.,Represent month material account investment Mrs painting.,Jacqueline Watkins,Open
AUD-00006,SITE-006,2025-07-15,,59.6,Environmental Monitoring,Gun determine picture employee rise scene company not five.,Beat poor subject return time set million.,Shari Harris,Open
AUD-06907,SITE-004,10/05/2025,,78.4,Safety Equipment,Program later worker approach wonder lose really country method edge ability store security step agreement pull cost.,,Scott Carroll,In Progress
AUD-03108,SITE-004,2025-08-18,,91.3,Emergency Response,Teacher whole job detail man issue game share model.,Statement TV leg wall describe forget gun whether mention body reach.,Dawn Decker,In Progress
AUD-05693,SITE-002,2025-07-23,,86.1,Personnel Training,Media today place guess ten me somebody read key professor traditional.,Stock section wind serve fly anyone attack maybe public.,Brandon Pearson,Open
AUD-02154,SITE-004,2024-02-20,2024-03-06,77.5,Safety Equipment,Stage rest glass relationship season east commercial we way senior current turn.,Thank pull life also responsibility economy region five late tree.,Justin Rodriguez,Closed
AUD-02119,SITE-006,2025-01-06,22-Mar-2025,48.2,Containment Integrity,It student those kid too move vote society cover benefit charge choice cost.,Loss rate continue most over Mr born help trouble.,Michelle Martinez,Closed
AUD-03470,SITE-003,2025-04-25,2025-07-04,54.1,Containment Integrity,Police project require your start great improve fund.,Treatment treatment life need can for but agreement seek.,Jennifer Cruz,Closed
AUD-01763,SITE-004,2025-07-28,02-Aug-2025,74.5,Personnel Training,Series near energy church recognize money thousand guy traditional peace concern physical set media treatment leg building program.,,Paul Sanchez,Closed
AUD-00912,SITE-005,2026-01-03,2026-01-20,85.4,Safety Equipment,Her have religious before market nice night war act to lay right travel member newspaper suggest system fear.,,Megan Flores,Closed
AUD-05154,SITE-001,2026-07-01,,85.4,Environmental Monitoring,Record reduce live song tell experience claim baby.,Head capital blood college size yet lawyer herself effort trouble.,Jeremiah Harrington,In Progress
AUD-00519,SITE-004,2025-08-15,2025-08-30,84.3,Containment Integrity,Alone sure case kid east cell bar skin lot push hospital level perhaps own figure animal laugh research.,Head they hope among company history list.,John Wheeler,Closed
AUD-01158,SITE-001,2026-03-30,2026-04-16,87.8,Emergency Response,Listen Mr national cost that lawyer early candidate position plan address indicate television worker development.,Store president form person maintain off reason individual of too management however.,Melissa Foster,Closed
AUD-02857,SITE-003,2024-08-30,03/11/2024,45.6,Emergency Response,Trip provide benefit region yeah hope character someone son might end hit.,Administration gas trouble against sure.,Craig Taylor,Closed
AUD-09321,SITE-002,2026-07-04,2026-07-28,87.8,Personnel Training,Reach say often admit friend level mind lose.,Ago operation four marriage fear draw town voice lot into sign pay wrong.,Chris Shelton,Closed
AUD-04318,SITE-004,2024-10-22,2024-11-17,81.1,Leak Detection,World hour quality clearly perform among whole meeting medical southern institution white treatment my include full ago green second theory side.,Thought over whose mission discussion direction yes.,Michelle Robinson,Closed
AUD-01925,SITE-005,01/06/2025,,89.0,Safety Equipment,Relationship ask quickly write ready far ahead baby offer themselves push manager change contain choose.,Try likely see out term old this.,Janet Johnson,Open
AUD-06461,SITE-003,2025-10-04,2025-12-18,150.3,Leak Detection,Wonder stay wide garden western upon who across never age.,Per resource figure process born talk two big.,Bruce Graves,Closed
AUD-09323,SITE-005,2026-01-01,2026-01-11,87.0,Leak Detection,Official section cup lawyer answer become system sound job focus.,Box stock they special billion ok past service property quickly sort message human.,Joshua Klein,Closed
AUD-03958,SITE-003,2025-09-25,2025-12-05,45.5,Personnel Training,Field item center source set want foreign maintain show fund.,,Monica White,Closed
AUD-08597,SITE-002,2026-05-11,2026-05-27,86.4,Maintenance Backlog,Heavy report thing ten level hundred yes anything leave.,Apply cut join nothing few yet Republican natural budget shoulder drop.,Joshua Garza,Closed
AUD-07813,SITE-001,2026-04-23,,83.4,Leak Detection,About him risk for resource represent be everybody care.,Eye happy each likely best perform act economy present include.,Bryan Brown,Open
AUD-03266,SITE-001,2024-04-04,2024-05-03,76.1,Leak Detection,Wear detail western painting exist idea reach various be exactly since the listen chance young property company since claim.,,Shannon Clark,Closed
AUD-08415,SITE-003,2024-04-19,2024-06-25,80.7,Leak Detection,Knowledge middle month nothing care work simply may could course rise leg care.,Open economic country reach value more city smile nature man far.,Tina Smith,Closed
AUD-04351,SITE-005,2024-06-24,2024-07-17,80.2,Maintenance Backlog,Book project after night world least high could.,Trip affect large husband finish unit several half decade test city.,Jocelyn Hernandez,Closed
AUD-07731,SITE-006,2025-05-01,,42.9,Containment Integrity,Reveal go gun page organization significant cause but kid rate.,Center yeah station development.,Brian Christensen,In Progress
AUD-08765,SITE-003,2025-06-22,09/06/2025,78.4,Maintenance Backlog,Argue price radio his hospital official popular fear speech manager such purpose exactly ask sport section account sure way.,,Jordan Owens,Closed
AUD-00492,SITE-003,2026-08-31,,52.8,Emergency Response,New certainly PM cultural dog expert mean goal miss above high international you high environmental without beautiful myself television resource tonight south word before above.,,Heather Butler,In Progress
AUD-00895,SITE-003,09/09/2025,,85.1,Safety Equipment,Head support goal professor woman result baby high mouth agency ever.,,Frank Stevens,In Progress
AUD-07170,SITE-006,2025-08-01,,70.9,Containment Integrity,Condition per mission respond from participant everybody often generation argue.,Happen send truth hand by staff heart letter fall right floor enough technology week ahead.,Curtis Sims MD,Open
AUD-05696,SITE-001,2024-11-12,2024-11-19,77.8,Maintenance Backlog,Glass star lose region fast hair moment truth several trouble available protect old level one attention both tree leader success.,Suddenly company money name senior collection can reflect information physical collection sing civil significant beyond single.,Denise Christensen,Closed
AUD-04297,SITE-005,2025-08-28,2025-09-02,74.3,Safety Equipment,Fear heart large always top behind list democratic best cup career cell development carry.,Often wall guess among.,Desiree Fox,Closed
AUD-05558,SITE-004,26-Nov-2024,2024-12-14,87.3,Maintenance Backlog,Whose medical section reach run cup cultural federal newspaper something light heavy leave.,Administration catch mention stage finish tough store couple run look medical next.,Cathy Chang,Closed
AUD-07012,SITE-005,2026-04-01,2026-04-09,86.0,Personnel Training,Sometimes bit war no their boy include customer expert minute law full Mr exactly theory.,Guess sometimes pressure information relationship change will.,Erik Gibson,Closed
AUD-00071,SITE-002,2024-05-13,2024-05-18,54.5,Documentation,Form benefit identify laugh note care amount real.,,Stanley Roberts,Closed
AUD-00222,SITE-005,2024-06-19,2024-06-25,83.5,Leak Detection,Fund upon effect then scene man federal day seem sister choice play.,Successful receive unit responsibility child field manager father college attack need which.,Adam Landry,Closed
AUD-03516,SITE-001,2025-12-27,01/11/2026,82.2,Personnel Training,Up determine top book concern each election should west require name future become process rich kid meet assume speak picture.,Join relationship to everyone out animal go recent.,Shelby Gonzalez,Closed
AUD-00291,SITE-001,2024-08-04,,77.2,Leak Detection,Read middle move gas network measure you pull decide minute this notice TV.,When old capital room put quickly member official stand information without.,Robert Anderson,In Progress
