record_id,dataset,issue_type,detail
AUD-01871,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 21/10/2025
AUD-01874,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 11/18/2025
AUD-01877,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 25/01/2026
AUD-01880,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 12/10/2025
AUD-01880,audits,out_of_range:compliance_score,112.9
AUD-01881,audits,out_of_range:compliance_score,-7.9
AUD-01883,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 02-Sep-2025
AUD-01885,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 08/24/2024
AUD-01887,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 12/14/2024
AUD-01889,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-May-2025
AUD-01890,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 09/13/2024
AUD-01893,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/16/2024
AUD-01894,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/03/2026
AUD-01896,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-04T00:00:00Z
AUD-01898,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 16/10/2025
AUD-01900,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 08/22/2025
AUD-01900,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 09/16/2025
AUD-01901,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 21/06/2026
AUD-01904,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 03/09/2024
AUD-01915,audits,closed_before_inspection,closed=2024-11-07 < inspection=2024-11-29
AUD-01919,audits,closed_before_inspection,closed=2026-04-23 < inspection=2026-05-03
AUD-01923,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 30-Oct-2024
AUD-01925,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 01/06/2025
AUD-01927,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 24-Feb-2026
AUD-01928,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 06-Jul-2026
AUD-01930,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 14-Sep-2025
AUD-01939,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 29-Dec-2025
AUD-01948,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 02-Jul-2025
AUD-01952,audits,closed_before_inspection,closed=2025-10-16 < inspection=2025-10-24
AUD-01954,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/19/2024
AUD-01956,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 05/24/2025
AUD-01959,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/09/2024
AUD-01964,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 06-Mar-2024
AUD-01967,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 20/05/2025
AUD-01968,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 11/12/2024
AUD-01972,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 28-Apr-2024
AUD-01973,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-03-22T00:00:00Z
AUD-01982,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-25T00:00:00Z
AUD-01985,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 12/09/2025
AUD-01996,audits,closed_before_inspection,closed=2024-08-29 < inspection=2024-09-21
AUD-01998,audits,closed_before_inspection,closed=2025-11-08 < inspection=2025-12-08
AUD-01999,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-29T00:00:00Z
AUD-02000,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-22T00:00:00Z
AUD-02000,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 21-Sep-2025
AUD-02004,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 28-Mar-2024
AUD-02009,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/04/2024
AUD-02013,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 30-Apr-2024
AUD-02013,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-25T00:00:00Z
AUD-02021,audits,closed_before_inspection,closed=2025-11-06 < inspection=2025-12-03
AUD-02022,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 10-Jul-2024
AUD-02028,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-26T00:00:00Z
AUD-02033,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-25T00:00:00Z
AUD-02036,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 31-Dec-2024
AUD-02037,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 01/29/2025
AUD-02042,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/11/2024
AUD-02044,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-12T00:00:00Z
AUD-02046,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-19T00:00:00Z
AUD-02048,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 26/03/2025
AUD-02056,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 30/04/2026
AUD-02057,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-24T00:00:00Z
AUD-02058,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-30T00:00:00Z
AUD-02072,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 09/02/2025
AUD-02083,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 24/01/2026
AUD-02086,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 10/06/2025
AUD-02092,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-25T00:00:00Z
AUD-02095,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 10/06/2026
AUD-02097,audits,closed_before_inspection,closed=2026-04-07 < inspection=2026-04-23
AUD-02102,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-09T00:00:00Z
AUD-02102,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 01-Apr-2026
AUD-02105,audits,out_of_range:compliance_score,112.8
AUD-02106,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 04/02/2024
AUD-02108,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 11-Aug-2024
AUD-02117,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 09/02/2025
AUD-02119,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 22-Mar-2025
AUD-02121,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 27-Apr-2025
AUD-02122,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 16/11/2024
AUD-02124,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 11/22/2024
AUD-02130,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-20T00:00:00Z
AUD-02139,audits,closed_before_inspection,closed=2025-04-26 < inspection=2025-05-09
AUD-02148,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 25-Aug-2025
AUD-02149,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 26-Jun-2026
AUD-02159,audits,future_date:inspection_date,2026-09-06
AUD-02161,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-08T00:00:00Z
AUD-02168,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 30-Jun-2024
AUD-02169,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 29/03/2026
AUD-02172,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 08/06/2025
AUD-02173,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 01/07/2026
AUD-02178,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 17-Nov-2024
AUD-02180,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 25-Dec-2024
AUD-02182,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-24T00:00:00Z
AUD-02186,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 10-Mar-2025
AUD-02192,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 09-Dec-2025
AUD-02197,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 05/23/2025
AUD-02205,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/04/2026
AUD-02206,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 09/05/2025
AUD-02214,audits,out_of_range:compliance_score,-7.0
AUD-02218,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/03/2025
AUD-02219,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-03-28T00:00:00Z
AUD-02220,audits,closed_before_inspection,closed=2024-01-21 < inspection=2024-02-10
AUD-02224,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-30T00:00:00Z
AUD-02228,audits,out_of_range:compliance_score,150.4
AUD-02230,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-07T00:00:00Z
AUD-02238,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 11/01/2026
AUD-02244,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-Jun-2026
AUD-02246,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-10T00:00:00Z
AUD-02258,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/29/2025
AUD-02261,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 27-May-2024
AUD-02266,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 10-Aug-2024
AUD-02268,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/05/2025
AUD-02269,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 09/24/2024
AUD-02274,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-23T00:00:00Z
AUD-02283,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 26-Oct-2025
AUD-02283,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-05T00:00:00Z
AUD-02288,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 21-Dec-2025
AUD-02302,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 01-Jun-2026
AUD-02310,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-15T00:00:00Z
AUD-02314,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-03-06T00:00:00Z
AUD-02321,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-03T00:00:00Z
AUD-02327,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-22T00:00:00Z
AUD-02331,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-10T00:00:00Z
AUD-02332,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/13/2025
AUD-02335,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 08/08/2026
AUD-02338,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 12/06/2025
AUD-02344,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 21-Nov-2024
AUD-02346,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-25T00:00:00Z
AUD-02349,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 24/03/2025
AUD-02350,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 01-Apr-2025
AUD-02350,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 07/04/2025
AUD-02353,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 28/06/2026
AUD-02358,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 08/05/2026
AUD-02361,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 03-Aug-2025
AUD-02361,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-26T00:00:00Z
AUD-02368,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 29-Jun-2024
AUD-02376,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 10/05/2026
AUD-02380,audits,out_of_range:compliance_score,112.6
AUD-02381,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/13/2026
AUD-02386,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-14T00:00:00Z
AUD-02388,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-May-2025
AUD-02390,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-13T00:00:00Z
AUD-02394,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-01T00:00:00Z
AUD-02395,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 29-Dec-2025
AUD-02396,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 12-Sep-2024
AUD-02397,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/05/2024
AUD-02400,audits,closed_before_inspection,closed=2025-01-02 < inspection=2025-01-19
AUD-02402,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 15/06/2024
AUD-02423,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 08-May-2024
AUD-02425,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 19-Oct-2025
AUD-02426,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/21/2025
AUD-02430,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-10T00:00:00Z
AUD-02439,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-09T00:00:00Z
AUD-02446,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 25/09/2024
AUD-02447,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 20-May-2024
AUD-02450,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-15T00:00:00Z
AUD-02453,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/03/2026
AUD-02454,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 27-Oct-2025
AUD-02459,audits,out_of_range:compliance_score,150.1
AUD-02460,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 12/04/2024
AUD-02463,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-17T00:00:00Z
AUD-02475,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-26T00:00:00Z
AUD-02476,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 20-Jun-2026
AUD-02477,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-02T00:00:00Z
AUD-02479,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-19T00:00:00Z
AUD-02483,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 10/25/2024
AUD-02495,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 01/01/2025
AUD-02498,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 09/12/2024
AUD-02509,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/15/2024
AUD-02512,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 01/05/2026
AUD-02525,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 21/04/2025
AUD-02526,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/01/2025
AUD-02527,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-13T00:00:00Z
AUD-02531,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/03/2026
AUD-02531,audits,future_date:inspection_date,2026-07-29
AUD-02534,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/03/2024
AUD-02534,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 06/04/2024
AUD-02536,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-18T00:00:00Z
AUD-02537,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 08-Oct-2024
AUD-02555,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 13/12/2025
AUD-02566,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/17/2024
AUD-02570,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 21-May-2026
AUD-02571,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 05/02/2026
AUD-02572,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 04-Sep-2024
AUD-02576,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 16-Jul-2024
AUD-02578,audits,out_of_range:compliance_score,112.8
AUD-02580,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 07-Jul-2025
AUD-02585,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 10/29/2024
AUD-02591,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 09/08/2025
AUD-02592,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/13/2024
AUD-02594,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/21/2024
AUD-02599,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-09T00:00:00Z
AUD-02602,audits,out_of_range:compliance_score,-7.7
AUD-02613,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-Jun-2025
AUD-02613,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-11T00:00:00Z
AUD-02615,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 27-Apr-2026
AUD-02615,audits,out_of_range:compliance_score,-7.6
AUD-02616,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 08/02/2026
AUD-02616,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 03/03/2026
AUD-02622,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 04-Nov-2025
AUD-02626,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-30T00:00:00Z
AUD-02627,audits,out_of_range:compliance_score,112.4
AUD-02628,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 26/04/2026
AUD-02633,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/07/2025
AUD-02638,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-08T00:00:00Z
AUD-02640,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 11/16/2024
AUD-02645,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 27/03/2025
AUD-02652,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 07/24/2024
AUD-02653,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 01/10/2026
AUD-02654,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-03T00:00:00Z
AUD-02655,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 30-Sep-2025
AUD-02656,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-29T00:00:00Z
AUD-02662,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/05/2024
AUD-02663,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 08/01/2024
AUD-02668,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/05/2026
AUD-02673,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 08-Feb-2024
AUD-02676,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-10T00:00:00Z
AUD-02689,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 05/10/2026
AUD-02690,audits,out_of_range:compliance_score,-7.4
AUD-02698,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-01T00:00:00Z
AUD-02699,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 20/05/2024
AUD-02704,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 21/10/2025
AUD-02705,audits,closed_before_inspection,closed=2025-02-12 < inspection=2025-03-14
AUD-02708,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/01/2026
AUD-02710,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 08/15/2025
AUD-02710,audits,closed_before_inspection,closed=2025-07-29 < inspection=2025-08-07
AUD-02713,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-26T00:00:00Z
